Plaintext,Ciphertext,CipherType
The scent of roses lingered in the air,VFONDOMUKLCKNOZSGQNDDKBGMUGYBHBT,playfair
The scent of roses lingered in the air,Tst eirihih cn frsslnee nteareeoo gd  ,rail_fence
The scent of roses lingered in the air,10011 00111 00100 10010 00010 00100 01101 10011 01110 00101 10001 01110 10010 00100 10010 01011 01000 01101 00110 00100 10001 00100 00011 01000 01101 10011 00111 00100 00000 01000 10001,bacon
She danced gracefully across the floor,Hwt spcrts vgprtujaan prgdhh iwt uaddg,caesar
She danced gracefully across the floor,EVW MXSDWM CLXDWPZUUQ XDLNEE OVW PUNNL,substitution
She danced gracefully across the floor,roolf eht ssorca yllufecarg decnad ehS,transposition
She danced gracefully across the floor,KLG UEGUIF XVTUIHLPEQ EEISLK XJV JEGST,vigenere
She danced gracefully across the floor,HSV WZMXVW TIZXVUFOOB ZXILHH GSV UOLLI,atbash
She danced gracefully across the floor,URC XIVSCX MPISCHELLY ISPAUU ZRC HLAAP,affine
She danced gracefully across the floor,PLDGDPDOGNDBDOGTIZAHRDCZMZGYGFWZBT,playfair
She danced gracefully across the floor,Sderfyr  oh acdgaeul costeforen clashl,rail_fence
She danced gracefully across the floor,10010 00111 00100 00011 00000 01101 00010 00100 00011 00110 10001 00000 00010 00100 00101 10100 01011 01011 11000 00000 00010 10001 01110 10010 10010 10011 00111 00100 00101 01011 01110 01110 10001,bacon
The snow began to fall softly,Pda ojks xacwj pk bwhh okbphu,caesar
The snow began to fall softly,LGY IHBK EYACH LB VCUU IBVLUN,substitution
The snow began to fall softly,yltfos llaf ot nageb wons ehT,transposition
The snow began to fall softly,VVH WPCZ FGUDR VC IENZ VSHHOC,vigenere
The snow began to fall softly,GSV HMLD YVTZM GL UZOO HLUGOB,atbash
The snow began to fall softly,ZRC UVAO NCMIV ZA HILL UAHZLY,affine
The snow began to fall softly,VFONSEBIDNDPZKHRIZZCMKHO,playfair
The snow began to fall softly,Ts aoloyh nwbgnt alsfleoe f t,rail_fence
The snow began to fall softly,10011 00111 00100 10010 01101 01110 10110 00001 00100 00110 00000 01101 10011 01110 00101 00000 01011 01011 10010 01110 00101 10011 01011 11000,bacon
He looked down at his shoes and kept walking,Ur ybbxrq qbja ng uvf fubrf naq xrcg jnyxvat,caesar
He looked down at his shoes and kept walking,CV EUUPVJ JUTY AM CGO OCUVO AYJ PVKM TAEPGYZ,substitution
He looked down at his shoes and kept walking,gniklaw tpek dna seohs sih ta nwod dekool eH,transposition
He looked down at his shoes and kept walking,JS OSQYHH FCZR CH KMU GKSGG DRF YHTV KDPMWQK,vigenere
He looked down at his shoes and kept walking,SV OLLPVW WLDM ZG SRH HSLVH ZMW PVKG DZOPRMT,atbash
He looked down at his shoes and kept walking,RC LAAGCX XAOV IZ RWU URACU IVX GCFZ OILGWVM,affine
He looked down at his shoes and kept walking,GYSCKEDGCEEQRVILQZLYONDPREYNXKCHWFUN,playfair
He looked down at his shoes and kept walking,Hodwtsoak keloe ona i he n etwlig kd hssdpan,rail_fence
He looked down at his shoes and kept walking,00111 00100 01011 01110 01110 01010 00100 00011 00011 01110 10110 01101 00000 10011 00111 01000 10010 10010 00111 01110 00100 10010 00000 01101 00011 01010 00100 01111 10011 10110 00000 01011 01010 01000 01101 00110,bacon
"The street was empty, except for a stray cat","Hvs ghfssh kog sadhm, slqsdh tcf o ghfom qoh",caesar
"The street was empty, except for a stray cat","OXE AOGEEO WKA EZIOF, EBTEIO QJG K AOGKF TKO",substitution
"The street was empty, except for a stray cat","tac yarts a rof tpecxe ,ytpme saw teerts ehT",transposition
"The street was empty, except for a stray cat","LLG JXKWIV NEL WQRKC, XPGGGX YGV C JXKSC ERX",vigenere
"The street was empty, except for a stray cat","GSV HGIVVG DZH VNKGB, VCXVKG ULI Z HGIZB XZG",atbash
"The street was empty, except for a stray cat","ZRC UZPCCZ OIU CQFZY, CTSCFZ HAP I UZPIY SIZ",affine
"The street was empty, except for a stray cat",VFONKFWUXKCPKNMVWYZBYNKMKCCPKFHARBUZ,playfair
"The street was empty, except for a stray cat","Tseam,c  t h tetwsepy xetfrasrycter  tepo aa",rail_fence
"The street was empty, except for a stray cat",10011 00111 00100 10010 10011 10001 00100 00100 10011 10110 00000 10010 00100 01100 01111 10011 11000 00100 10111 00010 00100 01111 10011 00101 01110 10001 00000 10010 10011 10001 00000 11000 00010 00000 10011,bacon
She picked up the keys and locked the door,Ncz kdxfzy pk ocz fztn viy gjxfzy ocz yjjm,caesar
She picked up the keys and locked the door,AWB ZPESBR GZ IWB SBKA LYR HMESBR IWB RMMQ,substitution
She picked up the keys and locked the door,rood eht dekcol dna syek eht pu dekcip ehS,transposition
She picked up the keys and locked the door,UVH TKQNIF IS XJS NIAG DRF ZRGMSG XJS GSQF,vigenere
She picked up the keys and locked the door,HSV KRXPVW FK GSV PVBH ZMW OLXPVW GSV WLLI,atbash
She picked up the keys and locked the door,URC FWSGCX EF ZRC GCYU IVX LASGCX ZRC XAAP,affine
She picked up the keys and locked the door,PLYNLBEYGEMVGYEYOPDPCGCLEYRUGYCEKC,playfair
She picked up the keys and locked the door,Spepeynodeoh ikdu h esadlce h orec tk  ktd,rail_fence
She picked up the keys and locked the door,10010 00111 00100 01111 01000 00010 01010 00100 00011 10100 01111 10011 00111 00100 01010 00100 11000 10010 00000 01101 00011 01011 01110 00010 01010 00100 00011 10011 00111 00100 00011 01110 01110 10001,bacon
"The sun was setting, casting a warm glow","Hvs gib kog gshhwbu, qoghwbu o kofa uzck",caesar
"The sun was setting, casting a warm glow","LMF AJH IKA AFLLQHE, YKALQHE K IKXS EOGI",substitution
"The sun was setting, casting a warm glow","wolg mraw a gnitsac ,gnittes saw nus ehT",transposition
"The sun was setting, casting a warm glow","LLG JYG OEU JIMLMPX, GTKXKEK T OETD KEGA",vigenere
"The sun was setting, casting a warm glow","GSV HFM DZH HVGGRMT, XZHGRMT Z DZIN TOLD",atbash
"The sun was setting, casting a warm glow","ZRC UEV OIU UCZZWVM, SIUZWVM I OIPQ MLAO",affine
"The sun was setting, casting a warm glow",VFONEUYBQZKUXFUNRBMZGQHDYBFTHFKO,playfair
"The sun was setting, casting a warm glow","Tswsi t agh u a etn,csigawr lwenstgan mo",rail_fence
"The sun was setting, casting a warm glow",10011 00111 00100 10010 10100 01101 10110 00000 10010 10010 00100 10011 10011 01000 01101 00110 00010 00000 10010 10011 01000 01101 00110 00000 10110 00000 10001 01100 00110 01011 01110 10110,bacon
He tightened his grip on the steering wheel,Zw layzlwfwv zak yjah gf lzw klwwjafy ozwwd,caesar
He tightened his grip on the steering wheel,GO WJQGWOFOH GJP QSJV UF WGO PWOOSJFQ XGOOA,substitution
He tightened his grip on the steering wheel,leehw gnireets eht no pirg sih denethgit eH,transposition
He tightened his grip on the steering wheel,ZI VZKALIPVH AAW IIMI GR VYI LLIGIMGY AJVIE,vigenere
He tightened his grip on the steering wheel,SV GRTSGVMVW SRH TIRK LM GSV HGVVIRMT DSVVO,atbash
He tightened his grip on the steering wheel,RC ZWMRZCVCX RWU MPWF AV ZRC UZCCPWVM ORCCL,affine
He tightened his grip on the steering wheel,GYXFHIUKUDAGLQFDHQESVFONUKKDGQIEGYOG,playfair
He tightened his grip on the steering wheel,Hie  p  egeetgtndhsgi ntesern he heirohtiwl,rail_fence
He tightened his grip on the steering wheel,00111 00100 10011 01000 00110 00111 10011 00100 01101 00100 00011 00111 01000 10010 00110 10001 01000 01111 01110 01101 10011 00111 00100 10010 10011 00100 00100 10001 01000 01101 00110 10110 00111 00100 00100 01011,bacon
The path was lined with tall trees,Jxu fqjx mqi bydut myjx jqbb jhuui,caesar
The path was lined with tall trees,LTI DYLT OYK EHXIB OHLT LYEE LNIIK,substitution
The path was lined with tall trees,seert llat htiw denil saw htap ehT,transposition
The path was lined with tall trees,DLC ZERR AYC PGXIB GMRR XYVP RBICC,vigenere
The path was lined with tall trees,GSV KZGS DZH ORMVW DRGS GZOO GIVVH,atbash
The path was lined with tall trees,ZRC FIZR OIU LWVCX OWZR ZILL ZPCCU,affine
The path was lined with tall trees,VFYNRVIYCPFLUDBEFXFVCHFZDKON,playfair
The path was lined with tall trees,Tp  eit eh ahwslndwt altesetai hlr,rail_fence
The path was lined with tall trees,10011 00111 00100 01111 00000 10011 00111 10110 00000 10010 01011 01000 01101 00100 00011 10110 01000 10011 00111 10011 00000 01011 01011 10011 10001 00100 00100 10010,bacon
She wore a red scarf to keep warm,Qfc umpc y pcb qaypd rm iccn uypk,caesar
She wore a red scarf to keep warm,VSI QKXI U XIG VOUXL AK ZIIT QUXD,substitution
She wore a red scarf to keep warm,mraw peek ot fracs der a erow ehS,transposition
She wore a red scarf to keep warm,CLC GSPO E POH QMEPP XM UICZ AYBQ,vigenere
She wore a red scarf to keep warm,HSV DLIV Z IVW HXZIU GL PVVK DZIN,atbash
She wore a red scarf to keep warm,URC OAPC I PCX USIPH ZA GCCF OIPQ,affine
She wore a red scarf to keep warm,PLYOKCYDDKCNRBFMZKEYYNYBFT,playfair
She wore a red scarf to keep warm,Sw ec k mh oeardsaft epwrer  roea,rail_fence
She wore a red scarf to keep warm,10010 00111 00100 10110 01110 10001 00100 00000 10001 00100 00011 10010 00010 00000 10001 00101 10011 01110 01010 00100 00100 01111 10110 00000 10001 01100,bacon
"The book was old, but the pages were well preserved","Uif cppl xbt pme, cvu uif qbhft xfsf xfmm qsftfswfe",caesar
"The book was old, but the pages were well preserved","OVX EDDS PKN DHT, EGO OVX FKAXN PXYX PXHH FYXNXYZXT",substitution
"The book was old, but the pages were well preserved","devreserp llew erew segap eht tub ,dlo saw koob ehT",transposition
"The book was old, but the pages were well preserved","LLG SSHC ACJ SEV, FWK XAW TCXIL OITV AXDP RIILWVXVH",vigenere
"The book was old, but the pages were well preserved","GSV YLLP DZH LOW, YFG GSV KZTVH DVIV DVOO KIVHVIEVW",atbash
"The book was old, but the pages were well preserved","ZRC NAAG OIU ALX, NEZ ZRC FIMCU OCPC OCLL FPCUCPJCX",affine
"The book was old, but the pages were well preserved",VFWDWZEOCPCSACVUVFYNDHONOYDKOYIZMAONKDUYBU,playfair
"The book was old, but the pages were well preserved","Tb  ,tegw levh okwsod u h ae eewl rsreeoalbtpsreped",rail_fence
"The book was old, but the pages were well preserved",10011 00111 00100 00001 01110 01110 01010 10110 00000 10010 01110 01011 00011 00001 10100 10011 10011 00111 00100 01111 00000 00110 00100 10010 10110 00100 10001 00100 10110 00100 01011 01011 01111 10001 00100 10010 00100 10001 10101 00100 00011,bacon
The morning fog lingered over the lake,Uif npsojoh gph mjohfsfe pwfs uif mblf,caesar
The morning fog lingered over the lake,SKA BLHPXPG DLG OXPGAHAM LJAH SKA OYVA,substitution
The morning fog lingered over the lake,ekal eht revo deregnil gof gninrom ehT,transposition
The morning fog lingered over the lake,LLG DSKFMPX JHY PKEKXJIF FZXJ XJV PTCI,vigenere
The morning fog lingered over the lake,GSV NLIMRMT ULT ORMTVIVW LEVI GSV OZPV,atbash
The morning fog lingered over the lake,ZRC QAPVWVM HAM LWVMCPCX AJCP ZRC LIGC,affine
The morning fog lingered over the lake,VFKNKCQGUNLKHFGQNDDKCEUYFKGYHCEY,playfair
The morning fog lingered over the lake,Tmifle rekh onn o igrdoe h aeerggnevtl,rail_fence
The morning fog lingered over the lake,10011 00111 00100 01100 01110 10001 01101 01000 01101 00110 00101 01110 00110 01011 01000 01101 00110 00100 10001 00100 00011 01110 10101 00100 10001 10011 00111 00100 01011 00000 01010 00100,bacon
He stepped carefully over the rocks,Ol zalwwlk jhylmbssf vcly aol yvjrz,caesar
He stepped carefully over the rocks,LO URODDOH NBEOASKKG VCOE RLO EVNFU,substitution
He stepped carefully over the rocks,skcor eht revo ylluferac deppets eH,transposition
He stepped carefully over the rocks,ZI UKIIHIF TEKWJWCPR GZGI XAW VQTOL,vigenere
He stepped carefully over the rocks,SV HGVKKVW XZIVUFOOB LEVI GSV ILXPH,atbash
He stepped carefully over the rocks,RC UZCFFCX SIPCHELLY AJCP ZRC PASGU,affine
He stepped carefully over the rocks,GYMZYNNYARBDKGZGHOYZKDVFKDCLOM,playfair
He stepped carefully over the rocks,Hteau recesepdcrflyoe h ok p elvtrs,rail_fence
He stepped carefully over the rocks,00111 00100 10010 10011 00100 01111 01111 00100 00011 00010 00000 10001 00100 00101 10100 01011 01011 11000 01110 10101 00100 10001 10011 00111 00100 10001 01110 00010 01010 10010,bacon
"The fire crackled in the hearth, warming the room","Wkh iluh fudfnohg lq wkh khduwk, zduplqj wkh urrp",caesar
"The fire crackled in the hearth, warming the room","USD NLFD EFYEJWDC LR USD SDYFUS, MYFPLRZ USD FVVP",substitution
"The fire crackled in the hearth, warming the room","moor eht gnimraw ,htraeh eht ni delkcarc erif ehT",transposition
"The fire crackled in the hearth, warming the room","LLG WMKW GTRGDDIF ZR MZI JVEKLL, YRVFARI KLX JSQD",vigenere
"The fire crackled in the hearth, warming the room","GSV URIV XIZXPOVW RM GSV SVZIGS, DZINRMT GSV ILLN",atbash
"The fire crackled in the hearth, warming the room","ZRC HWPC SPISGLCX WV ZRC RCIPZR, OIPQWVM ZRC PAAQ",affine
"The fire crackled in the hearth, warming the room",VFKGFBODDBROGOBGMUGYGYBDVFYBFTGQFUGYCKKS,playfair
"The fire crackled in the hearth, warming the room","Tf cd  r m  mh iecake ntehat,wrigteroerrlihehanho",rail_fence
"The fire crackled in the hearth, warming the room",10011 00111 00100 00101 01000 10001 00100 00010 10001 00000 00010 01010 01011 00100 00011 01000 01101 10011 00111 00100 00111 00100 00000 10001 10011 00111 10110 00000 10001 01100 01000 01101 00110 10011 00111 00100 10001 01110 01110 01100,bacon
She placed the plate of food on the table,Jyv gcrtvu kyv gcrkv fw wffu fe kyv krscv,caesar
She placed the plate of food on the table,RQJ IWNHJE YQJ IWNYJ CA ACCE CX YQJ YNSWJ,substitution
She placed the plate of food on the table,elbat eht no doof fo etalp eht decalp ehS,transposition
She placed the plate of food on the table,KLG GPTUIF KLX HPCKI HX JQFH HF XJV XTTPG,vigenere
She placed the plate of food on the table,HSV KOZXVW GSV KOZGV LU ULLW LM GSV GZYOV,atbash
She placed the plate of food on the table,URC FLISCX ZRC FLIZC AH HAAX AV ZRC ZINLC,affine
She placed the plate of food on the table,PLYNHCDORUGYSHRVYKITWZCEMUGYVRCIWU,playfair
She placed the plate of food on the table,Spehl f tteh lcdtepaeo odo h alea  tfoneb,rail_fence
She placed the plate of food on the table,10010 00111 00100 01111 01011 00000 00010 00100 00011 10011 00111 00100 01111 01011 00000 10011 00100 01110 00101 00101 01110 01110 00011 01110 01101 10011 00111 00100 10011 00000 00001 01011 00100,bacon
The sound of distant thunder rumbled through the valley,Max lhngw hy wblmtgm mangwxk knfuexw makhnza max oteexr,caesar
The sound of distant thunder rumbled through the valley,DJE HROFT RX TPHDKFD DJOFTEV VOSLIET DJVROYJ DJE WKIIEB,substitution
The sound of distant thunder rumbled through the valley,yellav eht hguorht delbmur rednuht tnatsid fo dnuos ehT,transposition
The sound of distant thunder rumbled through the valley,LLG JSNFH QW HBKXCEX MZYPUIK JYOSPXV XJISNYL VYI OSPNVC,vigenere
The sound of distant thunder rumbled through the valley,GSV HLFMW LU WRHGZMG GSFMWVI IFNYOVW GSILFTS GSV EZOOVB,atbash
The sound of distant thunder rumbled through the valley,ZRC UAEVX AH XWUZIVZ ZREVXCP PEQNLCX ZRPAEMR ZRC JILLCY,affine
The sound of distant thunder rumbled through the valley,VFONEZUGKLBGMZDPUZGVUGKDDTQRGORUFAEZHIVFYUCHGOWV,playfair
The sound of distant thunder rumbled through the valley,Tsd t n b o  lh on fdsattudrrmldtruhtevleeuoinheuehghay,rail_fence
The sound of distant thunder rumbled through the valley,10011 00111 00100 10010 01110 10100 01101 00011 01110 00101 00011 01000 10010 10011 00000 01101 10011 10011 00111 10100 01101 00011 00100 10001 10001 10100 01100 00001 01011 00100 00011 10011 00111 10001 01110 10100 00110 00111 10011 00111 00100 10101 00000 01011 01011 00100 11000,bacon
"He looked up at the sky, watching the clouds move","Li pssoih yt ex xli woc, aexglmrk xli gpsyhw qszi",caesar
"He looked up at the sky, watching the clouds move","ZM CHHWMY ES VU UZM RWF, PVUIZXTN UZM ICHEYR QHKM",substitution
"He looked up at the sky, watching the clouds move","evom sduolc eht gnihctaw ,yks eht ta pu dekool eH",transposition
"He looked up at the sky, watching the clouds move","RI JYSIOH SZ ER DLC COW, GERMLGXK RRI AVSSNW KYZC",vigenere
"He looked up at the sky, watching the clouds move","SV OLLPVW FK ZG GSV HPB, DZGXSRMT GSV XOLFWH NLEV",atbash
"He looked up at the sky, watching the clouds move","RC LAAGCX EF IZ ZRC UGY, OIZSRWVM ZRC SLAEXU QAJC",affine
"He looked up at the sky, watching the clouds move",GYSCKEDGVNRVVFONEWYBZRILUNVFODSCEGMNYZWU,playfair
"He looked up at the sky, watching the clouds move","Hod ts cgeo eeloe pa h k,wthn h lusmv kuteyaitcdo",rail_fence
"He looked up at the sky, watching the clouds move",00111 00100 01011 01110 01110 01010 00100 00011 10100 01111 00000 10011 10011 00111 00100 10010 01010 11000 10110 00000 10011 00010 00111 01000 01101 00110 10011 00111 00100 00010 01011 01110 10100 00011 10010 01100 01110 10101 00100,bacon
The smell of fresh bread filled the kitchen,Lzw kewdd gx xjwkz tjwsv xaddwv lzw caluzwf,caesar
The smell of fresh bread filled the kitchen,FVG ASGMM OT TCGAV LCGKB TRMMGB FVG PRFZVGY,substitution
The smell of fresh bread filled the kitchen,nehctik eht dellif daerb hserf fo llems ehT,transposition
The smell of fresh bread filled the kitchen,DLC CQCVP MP JPOWF LVCKH DSPJOH RRI ISXARIL,vigenere
The smell of fresh bread filled the kitchen,GSV HNVOO LU UIVHS YIVZW UROOVW GSV PRGXSVM,atbash
The smell of fresh bread filled the kitchen,ZRC UQCLL AH HPCUR NPCIX HWLLCX ZRC GWZSRCV,affine
The smell of fresh bread filled the kitchen,VFONNKIZKLMFONIADKBAGLIZDGVFYEFXALDU,playfair
The smell of fresh bread filled the kitchen,Tsl sr ltkhh ml ffehbedfle h iceeeor aidetn,rail_fence
The smell of fresh bread filled the kitchen,10011 00111 00100 10010 01100 00100 01011 01011 01110 00101 00101 10001 00100 10010 00111 00001 10001 00100 00000 00011 00101 01000 01011 01011 00100 00011 10011 00111 00100 01010 01000 10011 00010 00111 00100 01101,bacon
"She ran across the field, her hair flying behind her","Mby luh uwlimm nby zcyfx, byl bucl zfscha vybchx byl",caesar
"She ran across the field, her hair flying behind her","SWO QJA JVQLSS ZWO KIOMC, WOQ WJIQ KMGIAD XOWIAC WOQ",substitution
"She ran across the field, her hair flying behind her","reh dniheb gniylf riah reh ,dleif eht ssorca nar ehS",transposition
"She ran across the field, her hair flying behind her","CLC BEL KGPYWQ DLC PMCVH, FOV FKMP PPWSRE LIFSRB RIP",vigenere
"She ran across the field, her hair flying behind her","HSV IZM ZXILHH GSV URVOW, SVI SZRI UOBRMT YVSRMW SVI",atbash
"She ran across the field, her hair flying behind her","URC PIV ISPAUU ZRC HWCLX, RCP RIWP HLYWVM NCRWVX RCP",affine
